id,client_id,number,dt_created,dt_modified,sale_sum,status_id
242,562,ORD_242,2015-01-18 00:00:00.000,2015-06-30 00:00:00.000,38663.00,3
243,147,ORD_243,2015-02-16 00:00:00.000,2015-03-22 00:00:00.000,94993.00,2
244,747,ORD_244,2015-05-26 00:00:00.000,2015-06-13 00:00:00.000,88317.00,3
245,672,ORD_245,2015-01-29 00:00:00.000,2015-03-17 00:00:00.000,60206.00,5
246,51,ORD_246,2015-05-02 00:00:00.000,2015-05-10 00:00:00.000,17620.00,5
247,131,ORD_247,2015-01-08 00:00:00.000,2015-02-18 00:00:00.000,62120.00,6
248,961,ORD_248,2015-03-04 00:00:00.000,2015-03-20 00:00:00.000,23287.00,1
249,71,ORD_249,2015-02-19 00:00:00.000,2015-03-13 00:00:00.000,70872.00,1
250,25,ORD_250,2015-06-26 00:00:00.000,2015-06-29 00:00:00.000,90240.00,4
251,749,ORD_251,2015-01-13 00:00:00.000,2015-02-28 00:00:00.000,8239.00,3
252,109,ORD_252,2015-06-13 00:00:00.000,2015-06-14 00:00:00.000,4622.00,7
253,954,ORD_253,2015-05-19 00:00:00.000,2015-06-16 00:00:00.000,3044.00,1
254,92,ORD_254,2015-04-17 00:00:00.000,2015-05-21 00:00:00.000,3606.00,6
255,215,ORD_255,2015-04-06 00:00:00.000,2015-05-07 00:00:00.000,55646.00,1
256,224,ORD_256,2015-01-21 00:00:00.000,2015-03-08 00:00:00.000,16048.00,7
257,973,ORD_257,2015-05-22 00:00:00.000,2015-06-10 00:00:00.000,80861.00,2
258,313,ORD_258,2015-06-07 00:00:00.000,2015-06-19 00:00:00.000,73926.00,6
259,181,ORD_259,2015-06-17 00:00:00.000,2015-06-28 00:00:00.000,52588.00,4
260,4,ORD_260,2015-05-14 00:00:00.000,2015-05-23 00:00:00.000,5962.00,2
261,219,ORD_261,2015-01-01 00:00:00.000,2015-04-05 00:00:00.000,52823.00,4
262,924,ORD_262,2015-05-18 00:00:00.000,2015-05-28 00:00:00.000,89570.00,5
263,886,ORD_263,2015-02-16 00:00:00.000,2015-04-02 00:00:00.000,30222.00,7
264,917,ORD_264,2015-06-23 00:00:00.000,2015-06-27 00:00:00.000,92700.00,6
265,937,ORD_265,2015-02-15 00:00:00.000,2015-02-24 00:00:00.000,63944.00,5
266,208,ORD_266,2015-05-14 00:00:00.000,2015-06-06 00:00:00.000,89898.00,5
267,578,ORD_267,2015-05-20 00:00:00.000,2015-06-26 00:00:00.000,99104.00,3
268,457,ORD_268,2015-04-27 00:00:00.000,2015-06-13 00:00:00.000,86317.00,5
269,619,ORD_269,2015-04-29 00:00:00.000,2015-05-15 00:00:00.000,99645.00,5
270,460,ORD_270,2015-01-09 00:00:00.000,2015-03-09 00:00:00.000,62547.00,5
271,733,ORD_271,2015-03-09 00:00:00.000,2015-05-15 00:00:00.000,61511.00,5
272,277,ORD_272,2015-04-07 00:00:00.000,2015-06-09 00:00:00.000,71123.00,2
273,825,ORD_273,2015-06-04 00:00:00.000,2015-06-23 00:00:00.000,53113.00,4
274,601,ORD_274,2015-05-18 00:00:00.000,2015-06-11 00:00:00.000,15185.00,4
275,746,ORD_275,2015-03-09 00:00:00.000,2015-03-26 00:00:00.000,22326.00,5
276,677,ORD_276,2015-04-08 00:00:00.000,2015-06-26 00:00:00.000,53965.00,5
277,245,ORD_277,2015-04-15 00:00:00.000,2015-05-31 00:00:00.000,68488.00,4
278,487,ORD_278,2015-06-04 00:00:00.000,2015-06-21 00:00:00.000,32511.00,4
279,830,ORD_279,2015-05-31 00:00:00.000,2015-06-08 00:00:00.000,61350.00,3
280,377,ORD_280,2015-05-31 00:00:00.000,2015-06-04 00:00:00.000,40722.00,4
281,901,ORD_281,2015-03-29 00:00:00.000,2015-05-03 00:00:00.000,45682.00,2
282,349,ORD_282,2015-03-07 00:00:00.000,2015-04-02 00:00:00.000,55089.00,2
283,286,ORD_283,2015-03-24 00:00:00.000,2015-04-09 00:00:00.000,54096.00,3
284,530,ORD_284,2015-04-15 00:00:00.000,2015-06-10 00:00:00.000,97400.00,6
285,708,ORD_285,2015-04-28 00:00:00.000,2015-06-23 00:00:00.000,56160.00,6
286,134,ORD_286,2015-02-18 00:00:00.000,2015-02-25 00:00:00.000,38949.00,4
287,371,ORD_287,2015-06-01 00:00:00.000,2015-06-13 00:00:00.000,58379.00,4
288,887,ORD_288,2015-06-17 00:00:00.000,2015-06-30 00:00:00.000,16846.00,2
289,137,ORD_289,2015-06-16 00:00:00.000,2015-06-28 00:00:00.000,25927.00,3
290,39,ORD_290,2015-06-23 00:00:00.000,2015-06-30 00:00:00.000,84730.00,4
291,412,ORD_291,2015-06-16 00:00:00.000,2015-06-27 00:00:00.000,64315.00,3
292,376,ORD_292,2015-04-12 00:00:00.000,2015-06-21 00:00:00.000,81490.00,2
293,358,ORD_293,2015-01-30 00:00:00.000,2015-02-23 00:00:00.000,59555.00,2
294,521,ORD_294,2015-04-01 00:00:00.000,2015-05-02 00:00:00.000,75345.00,2
295,550,ORD_295,2015-04-07 00:00:00.000,2015-05-02 00:00:00.000,28583.00,3
296,158,ORD_296,2015-03-31 00:00:00.000,2015-04-17 00:00:00.000,79239.00,7
